label,subject_id,video_id,second_id
0,480,4,80
0,480,4,229
0,370,5,39
0,370,5,35
0,370,5,249
0,370,5,82
0,370,5,183
0,370,5,20
0,370,5,218
0,370,5,14
0,370,5,33
0,370,5,49
0,370,5,3
0,370,5,30
0,370,5,109
0,370,5,31
0,370,5,102
0,370,5,46
0,370,5,119
0,370,5,42
0,370,5,16
0,370,5,45
0,370,5,78
0,370,5,19
0,370,5,198
0,370,5,94
0,370,5,2
0,370,5,188
0,370,5,195
0,370,5,215
0,370,5,8
0,370,5,18
0,370,5,13
0,370,5,244
0,370,5,201
0,370,5,245
0,370,5,103
0,370,5,88
0,370,5,72
0,370,5,194
0,370,5,231
0,370,5,4
0,370,5,98
0,370,5,24
0,370,5,206
0,370,5,40
0,370,5,187
0,370,5,73
0,370,5,191
0,370,5,229
0,370,5,181
0,370,5,139
0,370,5,207
0,370,5,92
0,370,5,53
0,370,5,7
0,370,5,11
0,370,5,243
0,370,5,221
0,370,5,15
0,370,5,236
0,370,5,85
0,370,5,51
0,370,5,23
0,370,5,138
0,370,5,68
0,370,5,241
0,370,5,37
0,370,5,115
0,370,5,87
0,370,5,48
0,370,5,192
0,586,6,425
0,586,6,196
0,586,6,248
0,586,6,277
0,586,6,386
0,586,6,247
0,586,6,71
0,586,6,255
0,586,6,13
0,586,6,391
0,586,6,16
0,539,10,99
0,539,10,183
0,539,10,19
0,539,10,82
0,539,10,11
0,539,10,76
0,539,10,214
0,539,10,109
0,539,10,180
0,539,10,207
0,539,10,4
0,539,10,217
0,539,10,185
0,201,11,187
0,201,11,99
0,201,11,63
0,201,11,247
0,201,11,206
0,201,11,73
0,201,11,179
0,201,11,307
0,201,11,3
0,201,11,102
0,201,11,75
0,201,11,80
0,201,11,230
0,201,11,222
0,201,11,293
0,201,11,97
0,201,11,302
0,201,11,172
0,201,11,13
0,201,11,96
0,201,11,74
0,201,11,144
0,201,11,21
0,201,11,304
0,201,11,232
0,201,11,231
0,201,11,221
0,201,11,192
0,201,11,154
0,201,11,67
0,201,11,6
0,201,11,166
0,201,11,182
0,201,11,60
0,201,11,202
0,201,11,69
0,201,11,16
0,201,11,14
0,201,11,115
0,201,11,256
0,201,11,24
0,201,11,116
0,201,11,208
0,201,11,189
0,201,11,143
0,201,11,207
0,201,11,145
0,201,11,109
0,201,11,133
0,201,11,1
0,201,11,276
0,201,11,285
0,201,11,225
0,201,11,8
0,201,11,42
0,201,11,305
0,201,11,306
0,201,11,132
0,201,11,113
0,201,11,270
0,201,11,98
0,201,11,92
0,201,11,292
0,201,11,197
0,201,11,169
0,65,13,121
0,65,13,30
0,65,13,18
0,65,13,126
0,65,13,72
0,65,13,162
0,65,13,81
0,65,13,151
0,65,13,138
0,65,13,6
0,65,13,27
0,65,13,11
0,65,13,34
0,65,13,158
0,65,13,182
0,65,13,15
0,65,13,22
0,65,13,171
0,65,13,14
0,65,13,143
0,65,13,20
0,65,13,19
0,65,13,181
0,65,13,148
0,65,13,67
0,65,13,31
0,65,13,141
0,65,13,129
0,65,13,178
0,65,13,87
0,65,13,21
0,65,13,76
0,65,13,174
0,65,13,7
0,65,13,54
0,65,13,155
0,65,13,16
0,65,13,137
0,65,13,160
0,65,13,4
0,65,13,52
0,65,13,127
0,536,14,93
0,536,14,13
0,536,14,130
0,536,14,18
0,536,14,72
0,536,14,193
0,69,15,565
0,69,15,523
0,69,15,665
0,69,15,646
0,69,15,139
0,69,15,670
0,69,15,645
0,69,15,337
0,69,15,594
0,69,15,12
0,69,15,280
0,69,15,640
0,69,15,585
0,69,15,668
0,69,15,70
0,69,15,144
0,69,15,161
0,69,15,508
0,69,15,27
0,69,15,525
0,69,15,225
0,69,15,626
0,69,15,374
0,69,15,533
0,69,15,642
0,69,15,559
0,69,15,582
0,69,15,54
0,69,15,460
0,69,15,505
0,69,15,57
0,69,15,91
0,69,15,262
0,69,15,612
0,69,15,653
0,69,15,206
0,69,15,110
0,69,15,97
0,69,15,456
0,69,15,336
0,69,15,179
0,69,15,433
0,69,15,195
0,481,16,33
0,481,16,268
0,481,16,369
0,481,16,127
0,481,16,385
0,481,16,308
0,481,16,272
0,481,16,54
0,481,16,98
0,481,16,102
0,481,16,32
0,602,18,115
0,602,18,86
0,602,18,43
0,602,18,141
0,602,18,22
0,602,18,84
0,602,18,194
0,602,18,62
0,602,18,137
0,602,18,156
0,602,18,35
0,255,20,155
0,255,20,37
0,255,20,51
0,255,20,312
0,255,20,216
0,255,20,266
0,255,20,27
0,255,20,97
0,255,20,319
0,255,20,88
0,255,20,102
0,255,20,220
0,255,20,76
0,255,20,240
0,255,20,19
0,255,20,202
0,255,20,188
0,255,20,104
0,255,20,28
0,37,23,264
0,37,23,205
0,37,23,58
0,37,23,329
0,37,23,171
0,37,23,369
0,37,23,272
0,37,23,358
0,37,23,250
0,37,23,372
0,37,23,332
0,37,23,373
0,37,23,327
0,37,23,43
0,37,23,178
0,37,23,107
0,37,23,189
0,37,23,31
0,37,23,334
0,37,23,118
0,37,23,191
0,37,23,198
0,37,23,258
0,37,23,164
0,37,23,187
0,37,23,294
0,37,23,111
0,37,23,66
0,37,23,37
0,37,23,257
0,37,23,308
0,37,23,215
0,37,23,4
0,37,23,347
0,37,23,281
0,37,23,9
0,37,23,182
0,37,23,213
0,37,23,77
0,37,23,112
0,37,23,128
0,37,23,339
0,37,23,95
0,37,23,13
0,37,23,94
0,37,23,254
0,37,23,350
0,37,23,286
0,37,23,337
0,37,23,158
0,37,23,210
0,37,23,42
0,37,23,282
0,37,23,200
0,37,23,20
0,96,25,17
0,617,26,548
0,617,26,180
0,617,26,345
0,617,26,406
0,617,26,555
0,617,26,255
0,617,26,356
0,617,26,141
0,617,26,247
0,617,26,451
0,617,26,348
0,617,26,498
0,617,26,26
0,617,26,469
0,617,26,517
0,617,26,1
0,617,26,2
0,617,26,236
0,617,26,357
0,617,26,76
0,617,26,485
0,617,26,43
0,617,26,420
0,617,26,209
0,215,28,298
0,215,28,312
0,215,28,453
0,215,28,320
0,215,28,16
0,215,28,338
0,215,28,155
0,215,28,337
0,215,28,254
0,215,28,512
0,215,28,420
0,215,28,127
0,215,28,61
0,215,28,517
0,215,28,451
0,215,28,426
0,215,28,158
0,215,28,272
0,215,28,277
0,215,28,55
0,215,28,250
0,215,28,301
0,215,28,102
0,215,28,449
0,215,28,190
0,215,28,438
0,215,28,253
0,215,28,475
0,215,28,409
0,215,28,464
0,215,28,486
0,215,28,336
0,215,28,214
0,215,28,525
0,215,28,441
0,215,28,490
0,215,28,439
0,215,28,268
0,215,28,103
0,215,28,204
0,215,28,141
0,215,28,444
0,215,28,515
0,215,28,114
0,215,28,73
0,215,28,248
0,215,28,299
0,215,28,159
0,215,28,182
0,215,28,433
0,215,28,260
0,215,28,29
0,215,28,412
0,215,28,405
0,215,28,56
0,215,28,227
0,215,28,180
0,215,28,244
0,215,28,125
0,215,28,293
0,215,28,43
0,215,28,27
0,215,28,68
0,215,28,72
0,215,28,530
0,215,28,97
0,215,28,242
0,215,28,206
0,215,28,446
0,215,28,191
0,215,28,224
0,215,28,196
0,215,28,455
0,215,28,551
0,215,28,334
0,215,28,218
0,215,28,435
0,215,28,271
0,215,28,520
0,215,28,104
0,215,28,86
0,215,28,553
0,215,28,66
0,215,28,32
0,215,28,549
0,215,28,266
0,215,28,546
0,215,28,8
0,215,28,151
0,215,28,487
0,651,29,377
0,651,29,442
0,651,29,443
0,651,29,206
0,651,29,311
0,651,29,204
0,651,29,102
0,651,29,437
0,651,29,190
0,651,29,351
0,651,29,308
0,651,29,244
0,651,29,87
0,651,29,332
0,651,29,38
0,651,29,342
0,642,30,315
0,642,30,882
0,642,30,482
0,642,30,783
0,642,30,602
0,642,30,387
0,642,30,903
0,642,30,837
0,642,30,111
0,642,30,16
0,642,30,66
0,642,30,42
0,642,30,27
0,642,30,186
0,642,30,757
0,642,30,738
0,642,30,183
0,642,30,827
0,642,30,875
0,642,30,177
0,642,30,303
0,642,30,457
0,642,30,603
0,642,30,173
0,642,30,519
0,642,30,730
0,642,30,321
0,642,30,896
0,642,30,110
0,642,30,709
0,642,30,437
0,642,30,312
0,642,30,117
0,642,30,794
0,642,30,1013
0,642,30,650
0,642,30,377
0,642,30,774
0,642,30,308
0,642,30,73
0,642,30,960
0,642,30,440
0,642,30,284
0,642,30,638
0,642,30,264
0,642,30,726
0,642,30,776
0,642,30,755
0,642,30,383
0,642,30,34
0,642,30,2
0,642,30,235
0,642,30,526
0,642,30,745
0,642,30,741
0,642,30,575
0,642,30,392
0,642,30,888
0,642,30,565
0,642,30,570
0,642,30,513
0,642,30,904
0,642,30,1003
0,642,30,543
0,642,30,777
0,642,30,50
0,642,30,911
0,642,30,447
0,44,32,152
0,44,32,153
0,44,32,294
0,44,32,688
0,44,32,106
0,44,32,190
0,44,32,537
0,44,32,244
0,44,32,476
0,44,32,569
0,44,32,73
0,44,32,488
0,44,32,576
0,44,32,509
0,44,32,720
0,44,32,562
0,44,32,679
0,566,34,512
0,566,34,475
0,566,34,57
0,566,34,520
0,566,34,285
0,566,34,121
0,566,34,485
0,566,34,61
0,566,34,160
0,566,34,252
0,566,34,411
0,566,34,407
0,566,34,1
0,566,34,593
0,566,34,312
0,566,34,284
0,566,34,233
0,566,34,537
0,566,34,517
0,566,34,558
0,670,35,273
0,670,35,98
0,670,35,207
0,670,35,29
0,670,35,43
0,670,35,65
0,670,35,102
0,670,35,183
0,670,35,390
0,670,35,301
0,670,35,262
0,670,35,244
0,670,35,66
0,583,37,27
0,583,37,365
0,583,37,266
0,251,38,224
0,251,38,293
0,31,39,662
0,31,39,123
0,31,39,543
0,31,39,145
0,31,39,709
0,31,39,823
0,31,39,751
0,31,39,67
0,31,39,838
0,31,39,673
0,31,39,831
0,31,39,31
0,31,39,288
0,31,39,14
0,31,39,856
0,31,39,540
0,31,39,94
0,31,39,420
0,31,39,581
0,31,39,183
0,31,39,422
0,31,39,767
0,31,39,713
0,31,39,200
0,31,39,161
0,31,39,216
0,31,39,652
0,31,39,156
0,31,39,97
0,31,39,154
0,31,39,12
0,31,39,632
0,31,39,157
0,31,39,645
0,31,39,275
0,31,39,153
0,31,39,561
0,31,39,653
0,31,39,771
0,31,39,461
0,31,39,584
0,31,39,215
0,31,39,642
0,31,39,298
0,31,39,70
0,31,39,631
0,31,39,505
0,31,39,608
0,31,39,162
0,31,39,535
0,31,39,603
0,31,39,811
0,31,39,510
0,31,39,504
0,31,39,309
0,31,39,634
0,31,39,134
0,31,39,842
0,31,39,193
0,31,39,495
0,31,39,661
0,31,39,725
0,31,39,620
0,31,39,536
0,31,39,74
0,31,39,91
0,31,39,544
0,31,39,165
0,31,39,374
0,31,39,522
0,31,39,110
0,31,39,203
0,31,39,741
0,31,39,93
0,31,39,503
0,31,39,816
0,31,39,691
0,31,39,533
0,31,39,820
0,31,39,90
0,31,39,531
0,31,39,7
0,31,39,728
0,31,39,738
0,31,39,187
0,31,39,720
0,31,39,217
0,31,39,552
0,31,39,859
0,31,39,21
0,31,39,537
0,31,39,408
0,31,39,763
0,31,39,834
0,31,39,472
0,31,39,28
0,31,39,465
0,31,39,881
0,31,39,566
0,31,39,556
0,31,39,133
0,31,39,696
0,31,39,582
0,31,39,611
0,31,39,559
0,31,39,868
0,31,39,849
0,31,39,528
0,31,39,587
0,31,39,3
0,31,39,218
0,31,39,61
0,31,39,1
0,31,39,564
0,31,39,273
0,31,39,206
0,31,39,117
0,31,39,113
0,31,39,833
0,31,39,55
0,31,39,184
0,31,39,621
0,31,39,638
0,31,39,875
0,31,39,736
0,31,39,380
0,31,39,524
0,31,39,143
0,31,39,753
0,31,39,737
0,31,39,76
0,31,39,109
0,31,39,19
0,31,39,553
0,31,39,625
0,31,39,56
0,31,39,760
0,31,39,754
0,31,39,43
0,31,39,219
0,31,39,147
0,31,39,493
0,31,39,424
0,31,39,32
0,31,39,864
0,31,39,447
0,31,39,837
0,31,39,592
0,31,39,214
0,31,39,369
0,31,39,40
0,31,39,60
0,31,39,815
0,31,39,363
0,31,39,660
0,31,39,52
0,31,39,159
0,31,39,828
0,31,39,667
0,31,39,276
0,31,39,57
0,31,39,717
0,31,39,470
0,31,39,405
0,31,39,578
0,31,39,607
0,31,39,191
0,31,39,33
0,31,39,129
0,31,39,358
0,31,39,879
0,31,39,726
0,31,39,450
0,31,39,459
0,31,39,747
0,31,39,599
0,31,39,636
0,31,39,507
0,31,39,299
0,31,39,814
0,31,39,458
0,31,39,202
0,31,39,520
0,31,39,404
0,31,39,354
0,31,39,302
0,31,39,96
0,31,39,182
0,31,39,711
0,31,39,589
0,31,39,101
0,31,39,73
0,31,39,107
0,31,39,593
0,31,39,398
0,31,39,604
0,31,39,39
0,31,39,315
0,31,39,560
0,31,39,389
0,31,39,574
0,31,39,53
0,390,40,297
0,390,40,170
0,390,40,235
0,390,40,53
0,390,40,257
0,390,40,356
0,390,40,72
0,390,40,102
0,390,40,405
0,390,40,232
0,390,40,50
0,390,40,103
0,390,40,142
0,390,40,491
0,390,40,29
0,390,40,412
0,390,40,322
0,390,40,114
0,390,40,331
0,390,40,470
0,390,40,402
0,390,40,423
0,390,40,27
0,390,40,364
0,390,40,82
0,390,40,98
0,390,40,424
0,390,40,36
0,390,40,468
0,390,40,57
0,390,40,125
0,390,40,374
0,390,40,156
0,390,40,159
0,390,40,68
0,390,40,86
0,390,40,481
0,390,40,483
0,390,40,445
0,390,40,363
0,390,40,487
0,390,40,461
0,390,40,431
0,390,40,434
0,390,40,31
0,390,40,414
0,390,40,456
0,390,40,19
0,390,40,375
0,390,40,380
0,390,40,287
0,390,40,308
0,390,40,335
0,390,40,104
0,390,40,369
0,390,40,407
0,390,40,160
0,390,40,452
0,390,40,387
0,390,40,6
0,390,40,400
0,390,40,250
0,390,40,78
0,390,40,60
0,390,40,290
0,390,40,288
0,390,40,498
0,390,40,33
0,390,40,152
0,390,40,230
0,390,40,453
0,390,40,204
0,63,43,337
0,63,43,197
0,63,43,210
0,63,43,156
0,63,43,271
0,63,43,385
0,63,43,23
0,186,44,607
0,186,44,594
0,186,44,530
0,186,44,400
0,186,44,534
0,186,44,598
0,186,44,327
0,186,44,426
0,186,44,518
0,186,44,1
0,186,44,462
0,186,44,585
0,186,44,559
0,186,44,12
0,186,44,473
0,186,44,608
0,186,44,110
0,186,44,404
0,186,44,95
0,186,44,373
0,186,44,143
0,689,45,333
0,689,45,195
0,689,45,209
0,131,46,614
0,131,46,304
0,131,46,476
0,131,46,106
0,131,46,468
0,131,46,207
0,131,46,452
0,131,46,449
0,131,46,693
0,131,46,78
0,131,46,507
0,131,46,267
0,131,46,249
0,131,46,685
0,131,46,663
0,131,46,358
0,131,46,15
0,131,46,337
0,131,46,656
0,131,46,85
0,131,46,583
0,131,46,341
0,131,46,609
0,131,46,617
0,131,46,161
0,131,46,30
0,131,46,678
0,131,46,12
0,381,48,710
0,381,48,508
0,381,48,377
0,381,48,225
0,381,48,17
0,381,48,742
0,381,48,204
0,381,48,728
0,381,48,183
0,381,48,403
0,381,48,116
0,381,48,485
0,381,48,609
0,381,48,20
0,381,48,811
0,381,48,722
0,381,48,538
0,381,48,550
0,381,48,801
0,381,48,486
0,381,48,5
0,381,48,510
0,381,48,558
0,381,48,556
0,381,48,155
0,381,48,117
0,381,48,704
0,381,48,251
0,381,48,563
0,381,48,540
0,381,48,559
0,381,48,142
0,381,48,808
0,381,48,534
0,381,48,389
0,381,48,396
0,381,48,260
0,381,48,381
0,381,48,521
0,381,48,548
0,381,48,716
0,381,48,397
0,381,48,388
0,381,48,153
0,381,48,264
0,381,48,688
0,381,48,703
0,381,48,802
0,381,48,552
0,381,48,561
0,381,48,519
0,381,48,718
0,381,48,823
0,381,48,692
0,381,48,235
0,381,48,555
0,381,48,405
0,381,48,553
0,381,48,38
0,381,48,535
0,381,48,796
0,381,48,554
0,381,48,701
0,381,48,523
0,381,48,783
0,381,48,493
0,381,48,791
0,381,48,407
0,381,48,57
0,381,48,118
0,381,48,505
0,381,48,497
0,381,48,687
0,381,48,240
0,381,48,806
0,381,48,664
0,381,48,762
0,381,48,444
0,381,48,18
0,381,48,683
0,381,48,214
0,381,48,482
0,381,48,626
0,381,48,557
0,381,48,46
0,381,48,385
0,381,48,143
0,381,48,163
0,381,48,817
0,381,48,236
0,381,48,825
0,381,48,494
0,381,48,794
0,381,48,832
0,381,48,359
0,381,48,216
0,381,48,169
0,381,48,814
0,381,48,382
0,381,48,220
0,381,48,690
0,381,48,217
0,381,48,568
0,381,48,536
0,381,48,25
0,381,48,646
0,381,48,316
0,381,48,423
0,381,48,827
0,381,48,408
0,381,48,122
0,381,48,443
0,381,48,547
0,381,48,379
0,381,48,228
0,381,48,524
0,381,48,390
0,381,48,682
0,381,48,164
0,381,48,402
0,381,48,420
0,381,48,23
0,381,48,24
0,381,48,790
0,381,48,227
0,381,48,254
0,381,48,203
0,381,48,721
0,381,48,148
0,381,48,13
0,381,48,182
0,381,48,533
0,381,48,162
0,381,48,6
0,381,48,58
0,381,48,647
0,381,48,232
0,381,48,439
0,381,48,610
0,381,48,754
0,381,48,520
0,381,48,484
0,381,48,259
0,381,48,218
0,381,48,798
0,381,48,715
0,381,48,151
0,381,48,224
0,381,48,702
0,381,48,21
0,381,48,206
0,381,48,401
0,381,48,226
0,381,48,684
0,381,48,677
0,381,48,681
0,381,48,257
0,381,48,674
0,381,48,180
0,381,48,252
0,381,48,123
0,381,48,689
0,381,48,417
0,381,48,9
0,381,48,696
0,381,48,375
0,381,48,566
0,381,48,706
0,381,48,413
0,381,48,707
0,381,48,725
0,381,48,816
0,381,48,571
0,381,48,223
0,381,48,263
0,381,48,256
0,381,48,391
0,381,48,724
0,381,48,134
0,381,48,698
0,381,48,795
0,381,48,255
0,381,48,315
0,381,48,244
0,381,48,173
0,381,48,245
0,381,48,120
0,381,48,807
0,381,48,141
0,381,48,501
0,381,48,1
0,381,48,714
0,381,48,239
0,381,48,509
0,381,48,700
0,381,48,820
0,381,48,666
0,381,48,723
0,381,48,207
0,381,48,818
0,381,48,161
0,381,48,363
0,381,48,530
0,381,48,380
0,381,48,384
0,381,48,720
0,381,48,422
0,381,48,496
0,381,48,531
0,381,48,809
0,381,48,358
0,381,48,507
0,381,48,59
0,381,48,648
0,381,48,165
0,381,48,378
0,381,48,705
0,381,48,512
0,381,48,537
0,381,48,831
0,381,48,828
0,381,48,546
0,381,48,712
0,381,48,633
0,381,48,514
0,381,48,513
0,381,48,719
0,381,48,360
0,381,48,694
0,381,48,492
0,381,48,234
0,381,48,158
0,381,48,404
0,381,48,243
0,381,48,392
0,381,48,175
0,381,48,491
0,381,48,282
0,381,48,805
0,381,48,88
0,381,48,372
0,381,48,144
0,381,48,340
0,381,48,772
0,381,48,376
0,381,48,803
0,381,48,167
0,381,48,569
0,381,48,819
0,381,48,246
0,381,48,549
0,381,48,441
0,381,48,241
0,381,48,787
0,381,48,386
0,381,48,215
0,381,48,810
0,381,48,22
0,381,48,12
0,381,48,156
0,381,48,233
0,381,48,745
0,381,48,711
0,381,48,483
0,381,48,152
0,381,48,668
0,381,48,177
0,381,48,813
0,381,48,693
0,381,48,170
0,381,48,822
0,381,48,800
0,381,48,157
0,381,48,159
0,381,48,19
0,381,48,567
0,381,48,498
0,381,48,826
0,381,48,168
0,381,48,394
0,381,48,480
0,381,48,685
0,381,48,146
0,381,48,511
0,381,48,415
0,381,48,3
0,381,48,149
0,381,48,400
0,381,48,421
0,381,48,266
0,381,48,249
0,381,48,442
0,381,48,792
0,381,48,727
0,381,48,562
0,381,48,495
0,381,48,454
0,381,48,178
0,381,48,697
0,381,48,667
0,381,48,665
0,381,48,398
0,381,48,231
0,381,48,247
0,381,48,541
0,381,48,250
0,381,48,680
0,381,48,387
0,381,48,741
0,381,48,176
0,381,48,393
0,381,48,410
0,381,48,414
0,381,48,399
0,381,48,797
0,381,48,237
0,381,48,481
0,381,48,262
0,381,48,649
0,381,48,181
0,381,48,229
0,381,48,409
0,381,48,338
0,381,48,361
0,381,48,418
0,381,48,370
0,381,48,708
0,381,48,121
0,381,48,532
0,381,48,230
0,381,48,440
0,381,48,503
0,381,48,179
0,381,48,564
0,381,48,686
0,381,48,16
0,381,48,789
0,381,48,145
0,381,48,833
0,381,48,675
0,381,48,211
0,381,48,416
0,381,48,213
0,381,48,526
0,381,48,829
0,381,48,362
0,381,48,815
0,381,48,11
0,381,48,174
0,381,48,525
0,381,48,516
0,381,48,522
0,381,48,676
0,381,48,645
0,381,48,4
0,381,48,369
0,381,48,793
0,381,48,565
0,381,48,406
0,381,48,210
0,381,48,691
0,381,48,506
0,381,48,821
0,381,48,222
0,381,48,502
0,381,48,356
0,381,48,717
0,381,48,529
0,381,48,551
0,381,48,283
0,381,48,383
0,381,48,219
0,381,48,774
0,381,48,373
0,381,48,699
0,381,48,542
0,381,48,258
0,381,48,411
0,381,48,528
0,381,48,8
0,381,48,238
0,381,48,371
0,380,49,396
0,380,49,209
0,380,49,307
0,380,49,333
0,380,49,191
0,380,49,231
0,380,49,312
0,380,49,17
0,380,49,41
0,380,49,103
0,380,49,217
0,380,49,70
0,380,49,257
0,380,49,155
0,380,49,34
0,380,49,218
0,380,49,185
0,380,49,92
0,380,49,188
0,380,49,334
0,380,49,172
0,380,49,210
0,380,49,248
0,380,49,366
0,380,49,389
0,380,49,304
0,380,49,25
0,380,49,254
0,380,49,195
0,380,49,196
0,380,49,283
0,380,49,102
0,380,49,21
0,380,49,204
0,380,49,390
0,380,49,114
0,480,51,645
0,480,51,430
0,480,51,550
0,480,51,18
0,480,51,476
0,480,51,382
0,480,51,378
0,480,51,488
0,480,51,108
0,480,51,271
0,480,51,894
0,480,51,697
0,480,51,562
0,480,51,28
0,480,51,633
0,480,51,797
0,480,51,746
0,480,51,619
0,480,51,575
0,480,51,188
0,480,51,137
0,480,51,838
0,480,51,354
0,480,51,891
0,480,51,113
0,480,51,636
0,480,51,84
0,480,51,542
0,480,51,91
0,480,51,743
0,480,51,605
0,480,51,375
0,480,51,391
0,480,51,296
0,480,51,314
0,480,51,157
0,480,51,49
0,480,51,285
0,480,51,783
0,480,51,332
0,480,51,877
0,480,51,47
0,480,51,717
0,480,51,813
0,480,51,907
0,480,51,303
0,480,51,543
0,480,51,816
0,480,51,121
0,480,51,349
0,480,51,577
0,480,51,650
0,480,51,832
0,480,51,276
0,480,51,9
0,480,51,211
0,480,51,916
0,480,51,751
0,480,51,16
0,480,51,817
0,370,52,200
0,370,52,76
0,370,52,160
0,370,52,203
0,370,52,48
0,370,52,43
0,370,52,189
0,370,52,236
0,370,52,109
0,370,52,29
0,370,52,238
0,370,52,26
0,370,52,19
0,370,52,206
0,370,52,256
0,370,52,224
0,370,52,62
0,370,52,11
0,370,52,117
0,370,52,97
0,370,52,208
0,370,52,127
0,370,52,3
0,370,52,274
0,370,52,241
0,370,52,42
0,370,52,290
0,370,52,260
0,370,52,84
0,370,52,92
0,370,52,188
0,370,52,295
0,370,52,276
0,370,52,82
0,370,52,321
0,370,52,102
0,370,52,116
0,370,52,9
0,370,52,158
0,370,52,270
0,370,52,61
0,586,53,45
0,586,53,258
0,584,54,46
0,584,54,549
0,584,54,55
0,584,54,24
0,584,54,409
0,584,54,238
0,584,54,102
0,584,54,530
0,584,54,223
0,584,54,44
0,584,54,405
0,584,54,290
0,584,54,87
0,584,54,420
0,584,54,473
0,584,54,430
0,584,54,414
0,584,54,419
0,584,54,401
0,584,54,457
0,584,54,103
0,584,54,150
0,584,54,229
0,584,54,453
0,584,54,517
0,584,54,114
0,584,54,3
0,584,54,368
0,584,54,310
0,584,54,82
0,584,54,416
0,584,54,503
0,584,54,384
0,584,54,52
0,584,54,339
0,584,54,458
0,584,54,323
0,584,54,13
0,584,54,169
0,584,54,398
0,584,54,74
0,584,54,455
0,584,54,443
0,584,54,288
0,584,54,446
0,584,54,294
0,584,54,202
0,584,54,481
0,584,54,242
0,584,54,428
0,584,54,9
0,584,54,316
0,584,54,477
0,584,54,564
0,584,54,476
0,584,54,5
0,584,54,164
0,584,54,88
0,584,54,167
0,584,54,266
0,584,54,365
0,584,54,50
0,584,54,95
0,584,54,104
0,584,54,486
0,584,54,38
0,584,54,396
0,584,54,248
0,584,54,213
0,584,54,370
0,584,54,559
0,584,54,527
0,584,54,160
0,584,54,488
0,584,54,567
0,584,54,54
0,584,54,502
0,584,54,329
0,584,54,115
0,584,54,14
0,584,54,259
0,584,54,427
0,584,54,444
0,584,54,557
0,584,54,418
0,584,54,96
0,584,54,308
0,584,54,204
0,584,54,15
0,584,54,70
0,584,54,209
0,584,54,505
0,584,54,205
0,584,54,513
0,584,54,429
0,584,54,317
0,584,54,252
0,584,54,296
0,584,54,58
0,584,54,568
0,584,54,109
0,584,54,399
0,584,54,480
0,584,54,216
0,584,54,515
0,584,54,97
0,584,54,145
0,584,54,37
0,584,54,286
0,584,54,218
0,584,54,228
0,584,54,215
0,584,54,168
0,584,54,533
0,584,54,123
0,584,54,496
0,584,54,110
0,584,54,558
0,584,54,163
0,584,54,451
0,584,54,309
0,584,54,83
0,584,54,224
0,584,54,139
0,584,54,305
0,584,54,322
0,584,54,562
0,584,54,484
0,584,54,220
0,584,54,555
0,584,54,478
0,584,54,510
0,584,54,410
0,584,54,375
0,584,54,247
0,584,54,206
0,584,54,67
0,584,54,561
0,234,55,173
0,234,55,27
0,234,55,46
0,234,55,97
0,379,56,16
0,379,56,495
0,379,56,439
0,379,56,382
0,379,56,91
0,379,56,322
0,379,56,384
0,379,56,351
0,379,56,524
