label,subject_id,video_id,second_id,group_id
1,31,39,220,3
1,31,39,221,3
1,31,39,222,3
1,31,39,223,3
1,31,39,225,3
1,31,39,226,3
1,31,39,230,3
1,31,39,231,3
1,31,39,232,3
1,31,39,233,3
1,31,39,234,3
1,31,39,235,3
1,31,39,236,3
1,31,39,237,3
1,31,39,238,3
1,31,39,239,3
1,31,39,240,3
1,31,39,241,3
1,31,39,242,3
1,31,39,243,3
1,31,39,244,3
1,31,39,245,3
1,31,39,246,3
1,31,39,247,3
1,31,39,248,3
1,31,39,249,3
1,31,39,250,3
1,31,39,251,3
1,31,39,252,3
1,31,39,253,3
1,31,39,254,3
1,31,39,255,3
1,31,39,256,3
1,31,39,257,3
1,31,39,258,3
1,31,39,259,3
1,31,39,260,3
1,31,39,261,3
1,31,39,262,3
1,31,39,263,3
1,31,39,264,3
1,31,39,265,3
1,31,39,266,3
1,31,39,267,3
1,31,39,268,3
1,31,39,269,3
1,31,39,270,3
1,31,39,271,3
1,31,39,272,3
1,31,39,316,3
1,31,39,317,3
1,31,39,318,3
1,31,39,319,3
1,31,39,320,3
1,31,39,321,3
1,31,39,322,3
1,31,39,323,3
1,31,39,324,3
1,31,39,325,3
1,31,39,326,3
1,31,39,327,3
1,31,39,328,3
1,31,39,329,3
1,31,39,330,3
1,31,39,331,3
1,31,39,332,3
1,31,39,333,3
1,31,39,334,3
1,31,39,335,3
1,31,39,336,3
1,31,39,337,3
1,31,39,338,3
1,31,39,339,3
1,31,39,340,3
1,31,39,341,3
1,31,39,342,3
1,31,39,343,3
1,31,39,344,3
1,31,39,345,3
1,31,39,346,3
1,31,39,347,3
1,31,39,348,3
1,31,39,349,3
1,31,39,350,3
1,31,39,351,3
1,31,39,352,3
1,31,39,412,3
1,31,39,413,3
1,31,39,414,3
1,31,39,415,3
1,31,39,425,3
1,31,39,426,3
1,31,39,427,3
1,31,39,428,3
1,31,39,433,3
1,31,39,434,3
1,31,39,435,3
1,31,39,436,3
1,31,39,437,3
1,31,39,440,3
1,31,39,441,3
1,31,39,473,3
1,31,39,474,3
1,31,39,475,3
1,31,39,476,3
1,31,39,477,3
1,31,39,478,3
1,31,39,479,3
1,31,39,480,3
1,31,39,481,3
1,31,39,482,3
1,31,39,483,3
1,31,39,484,3
1,31,39,485,3
1,31,39,486,3
1,31,39,487,3
1,31,39,488,3
1,31,39,489,3
1,31,39,490,3
1,31,39,491,3
1,31,39,492,3
1,31,39,496,3
1,31,39,497,3
1,31,39,498,3
1,31,39,499,3
1,31,39,500,3
1,31,39,501,3
1,31,39,647,3
1,31,39,648,3
1,31,39,649,3
1,31,39,675,3
1,31,39,676,3
1,31,39,677,3
1,31,39,678,3
1,31,39,679,3
1,31,39,680,3
1,31,39,681,3
1,31,39,682,3
1,31,39,683,3
1,31,39,684,3
1,31,39,685,3
1,31,39,686,3
1,31,39,687,3
1,31,39,688,3
1,31,39,689,3
1,31,39,690,3
1,31,39,692,3
1,31,39,693,3
1,31,39,694,3
1,31,39,695,3
1,31,39,697,3
1,31,39,698,3
1,31,39,699,3
1,31,39,700,3
1,31,39,701,3
1,31,39,702,3
1,31,39,703,3
1,31,39,704,3
1,31,39,755,3
1,31,39,756,3
1,31,39,758,3
1,31,39,759,3
1,31,39,782,3
1,31,39,783,3
1,31,39,784,3
1,31,39,785,3
1,31,39,786,3
1,31,39,787,3
1,31,39,788,3
1,31,39,789,3
1,31,39,790,3
1,31,39,791,3
1,31,39,792,3
1,31,39,793,3
1,31,39,794,3
1,31,39,795,3
1,31,39,796,3
1,31,39,797,3
1,31,39,798,3
1,31,39,799,3
1,31,39,800,3
1,31,39,801,3
1,31,39,802,3
1,31,39,803,3
1,31,39,804,3
1,31,39,805,3
1,31,39,806,3
1,31,39,807,3
1,31,39,808,3
1,31,39,809,3
1,31,86,1026,3
1,31,86,1027,3
1,31,86,1028,3
1,31,86,1034,3
1,31,86,1035,3
1,31,86,1036,3
1,31,86,1037,3
1,31,86,1038,3
1,31,86,1045,3
1,31,86,1046,3
1,31,86,1047,3
1,31,86,1048,3
1,31,86,1049,3
1,31,86,1140,3
1,31,86,1141,3
1,31,86,1142,3
1,31,86,1146,3
1,31,86,1147,3
1,31,86,1160,3
1,31,86,1161,3
1,31,86,1182,3
1,31,86,1183,3
1,31,86,123,3
1,31,86,124,3
1,31,86,125,3
1,31,86,126,3
1,31,86,127,3
1,31,86,128,3
1,31,86,129,3
1,31,86,131,3
1,31,86,132,3
1,31,86,133,3
1,31,86,139,3
1,31,86,140,3
1,31,86,141,3
1,31,86,144,3
1,31,86,145,3
1,31,86,146,3
1,31,86,189,3
1,31,86,190,3
1,31,86,191,3
1,31,86,201,3
1,31,86,202,3
1,31,86,203,3
1,31,86,210,3
1,31,86,211,3
1,31,86,212,3
1,31,86,213,3
1,31,86,214,3
1,31,86,215,3
1,31,86,216,3
1,31,86,217,3
1,31,86,218,3
1,31,86,219,3
1,31,86,277,3
1,31,86,278,3
1,31,86,279,3
1,31,86,286,3
1,31,86,287,3
1,31,86,293,3
1,31,86,294,3
1,31,86,295,3
1,31,86,296,3
1,31,86,298,3
1,31,86,299,3
1,31,86,303,3
1,31,86,304,3
1,31,86,305,3
1,31,86,306,3
1,31,86,307,3
1,31,86,308,3
1,31,86,309,3
1,31,86,310,3
1,31,86,312,3
1,31,86,313,3
1,31,86,315,3
1,31,86,316,3
1,31,86,328,3
1,31,86,329,3
1,31,86,330,3
1,31,86,331,3
1,31,86,332,3
1,31,86,333,3
1,31,86,334,3
1,31,86,336,3
1,31,86,337,3
1,31,86,342,3
1,31,86,343,3
1,31,86,344,3
1,31,86,345,3
1,31,86,417,3
1,31,86,418,3
1,31,86,419,3
1,31,86,420,3
1,31,86,421,3
1,31,86,422,3
1,31,86,423,3
1,31,86,424,3
1,31,86,425,3
1,31,86,426,3
1,31,86,427,3
1,31,86,428,3
1,31,86,429,3
1,31,86,430,3
1,31,86,432,3
1,31,86,433,3
1,31,86,434,3
1,31,86,435,3
1,31,86,436,3
1,31,86,438,3
1,31,86,439,3
1,31,86,442,3
1,31,86,443,3
1,31,86,444,3
1,31,86,450,3
1,31,86,451,3
1,31,86,452,3
1,31,86,453,3
1,31,86,454,3
1,31,86,455,3
1,31,86,456,3
1,31,86,457,3
1,31,86,464,3
1,31,86,465,3
1,31,86,466,3
1,31,86,467,3
1,31,86,468,3
1,31,86,469,3
1,31,86,470,3
1,31,86,471,3
1,31,86,473,3
1,31,86,474,3
1,31,86,475,3
1,31,86,476,3
1,31,86,477,3
1,31,86,478,3
1,31,86,479,3
1,31,86,482,3
1,31,86,483,3
1,31,86,484,3
1,31,86,489,3
1,31,86,490,3
1,31,86,491,3
1,31,86,492,3
1,31,86,493,3
1,31,86,498,3
1,31,86,499,3
1,31,86,500,3
1,31,86,501,3
1,31,86,504,3
1,31,86,505,3
1,31,86,506,3
1,31,86,507,3
1,31,86,508,3
1,31,86,509,3
1,31,86,510,3
1,31,86,511,3
1,31,86,512,3
1,31,86,712,3
1,31,86,713,3
1,31,86,717,3
1,31,86,718,3
1,31,86,719,3
1,31,86,720,3
1,31,86,721,3
1,31,86,722,3
1,31,86,723,3
1,31,86,724,3
1,31,86,781,3
1,31,86,782,3
1,31,86,783,3
1,31,86,784,3
1,31,86,785,3
1,31,86,786,3
1,31,86,787,3
1,31,86,788,3
1,31,86,789,3
1,31,86,795,3
1,31,86,796,3
1,31,86,797,3
1,31,86,798,3
1,31,86,799,3
1,31,86,800,3
1,31,86,813,3
1,31,86,814,3
0,31,133,1,3
0,31,133,10,3
0,31,133,100,3
0,31,133,1005,3
0,31,133,101,3
0,31,133,1018,3
0,31,133,102,3
0,31,133,1020,3
0,31,133,1021,3
0,31,133,1022,3
0,31,133,1023,3
0,31,133,1024,3
0,31,133,1025,3
0,31,133,1026,3
0,31,133,1027,3
0,31,133,1028,3
0,31,133,1029,3
0,31,133,103,3
0,31,133,1030,3
0,31,133,1031,3
0,31,133,1032,3
0,31,133,1033,3
0,31,133,1034,3
0,31,133,1035,3
0,31,133,1036,3
0,31,133,1037,3
0,31,133,1038,3
0,31,133,1039,3
0,31,133,104,3
0,31,133,1040,3
0,31,133,1041,3
0,31,133,1042,3
0,31,133,1043,3
0,31,133,1044,3
0,31,133,1045,3
0,31,133,1046,3
0,31,133,1047,3
0,31,133,1048,3
0,31,133,1049,3
0,31,133,105,3
0,31,133,1050,3
0,31,133,1051,3
0,31,133,1052,3
0,31,133,1053,3
0,31,133,1054,3
0,31,133,1055,3
0,31,133,1056,3
0,31,133,1057,3
0,31,133,1058,3
0,31,133,1059,3
0,31,133,106,3
0,31,133,1060,3
0,31,133,1061,3
0,31,133,1062,3
0,31,133,1063,3
0,31,133,1064,3
0,31,133,1065,3
0,31,133,1066,3
0,31,133,1067,3
0,31,133,1068,3
0,31,133,1069,3
0,31,133,107,3
0,31,133,1070,3
0,31,133,1071,3
0,31,133,1072,3
0,31,133,1073,3
0,31,133,1074,3
0,31,133,1075,3
0,31,133,1076,3
0,31,133,1077,3
0,31,133,1078,3
0,31,133,1079,3
0,31,133,108,3
0,31,133,1080,3
0,31,133,1081,3
0,31,133,1082,3
0,31,133,1083,3
0,31,133,1084,3
0,31,133,1085,3
0,31,133,1086,3
0,31,133,1087,3
0,31,133,1088,3
0,31,133,1089,3
0,31,133,109,3
0,31,133,1090,3
0,31,133,1091,3
0,31,133,1092,3
0,31,133,1097,3
0,31,133,11,3
0,31,133,110,3
0,31,133,1106,3
0,31,133,1107,3
0,31,133,1108,3
0,31,133,1109,3
0,31,133,111,3
0,31,133,1110,3
0,31,133,1111,3
0,31,133,1112,3
0,31,133,1113,3
0,31,133,1114,3
0,31,133,1115,3
0,31,133,1116,3
0,31,133,1117,3
0,31,133,1118,3
0,31,133,1119,3
0,31,133,112,3
0,31,133,1120,3
0,31,133,1121,3
0,31,133,1122,3
0,31,133,1123,3
0,31,133,1124,3
0,31,133,1125,3
0,31,133,1126,3
0,31,133,1127,3
0,31,133,1128,3
0,31,133,1129,3
0,31,133,113,3
0,31,133,1130,3
0,31,133,1131,3
0,31,133,1132,3
0,31,133,1133,3
0,31,133,1134,3
0,31,133,1135,3
0,31,133,1136,3
0,31,133,1137,3
0,31,133,1138,3
0,31,133,1139,3
0,31,133,114,3
0,31,133,1140,3
0,31,133,1141,3
0,31,133,1142,3
0,31,133,1143,3
0,31,133,1144,3
0,31,133,1145,3
0,31,133,1146,3
0,31,133,1147,3
0,31,133,1148,3
0,31,133,1149,3
0,31,133,115,3
0,31,133,1150,3
0,31,133,1151,3
0,31,133,1152,3
0,31,133,1153,3
0,31,133,1154,3
0,31,133,1155,3
0,31,133,1156,3
0,31,133,1157,3
0,31,133,1158,3
0,31,133,1159,3
0,31,133,116,3
0,31,133,1160,3
0,31,133,1161,3
0,31,133,1162,3
0,31,133,1163,3
0,31,133,1164,3
0,31,133,1165,3
0,31,133,1166,3
0,31,133,1167,3
0,31,133,1168,3
0,31,133,1169,3
0,31,133,117,3
0,31,133,1170,3
0,31,133,1171,3
0,31,133,1172,3
0,31,133,1173,3
0,31,133,1174,3
0,31,133,1175,3
0,31,133,1176,3
0,31,133,1177,3
0,31,133,1178,3
0,31,133,1179,3
0,31,133,118,3
0,31,133,1180,3
0,31,133,1181,3
0,31,133,1182,3
0,31,133,1183,3
0,31,133,1184,3
0,31,133,1185,3
0,31,133,1186,3
0,31,133,1187,3
0,31,133,1188,3
0,31,133,1189,3
0,31,133,119,3
0,31,133,1190,3
0,31,133,1191,3
0,31,133,1192,3
0,31,133,1193,3
0,31,133,1194,3
0,31,133,1195,3
0,31,133,1196,3
0,31,133,1197,3
0,31,133,1198,3
0,31,133,1199,3
0,31,133,12,3
0,31,133,120,3
0,31,133,1200,3
0,31,133,1201,3
0,31,133,1202,3
0,31,133,1203,3
0,31,133,1204,3
0,31,133,121,3
0,31,133,122,3
0,31,133,123,3
0,31,133,124,3
0,31,133,125,3
0,31,133,126,3
0,31,133,127,3
0,31,133,128,3
0,31,133,129,3
0,31,133,13,3
0,31,133,130,3
0,31,133,131,3
0,31,133,132,3
0,31,133,133,3
0,31,133,134,3
0,31,133,135,3
0,31,133,136,3
0,31,133,137,3
0,31,133,138,3
0,31,133,139,3
0,31,133,14,3
0,31,133,140,3
0,31,133,141,3
0,31,133,142,3
0,31,133,143,3
0,31,133,144,3
0,31,133,145,3
0,31,133,146,3
0,31,133,147,3
0,31,133,148,3
0,31,133,149,3
0,31,133,15,3
0,31,133,150,3
0,31,133,151,3
0,31,133,152,3
0,31,133,153,3
0,31,133,154,3
0,31,133,155,3
0,31,133,156,3
0,31,133,157,3
0,31,133,158,3
0,31,133,159,3
0,31,133,16,3
0,31,133,160,3
0,31,133,161,3
0,31,133,162,3
0,31,133,163,3
0,31,133,164,3
0,31,133,165,3
0,31,133,166,3
0,31,133,167,3
0,31,133,168,3
0,31,133,169,3
0,31,133,17,3
0,31,133,170,3
0,31,133,171,3
0,31,133,172,3
0,31,133,173,3
0,31,133,174,3
0,31,133,175,3
0,31,133,176,3
0,31,133,177,3
0,31,133,178,3
0,31,133,179,3
0,31,133,18,3
0,31,133,180,3
0,31,133,181,3
0,31,133,182,3
0,31,133,183,3
0,31,133,184,3
0,31,133,185,3
0,31,133,186,3
0,31,133,187,3
0,31,133,188,3
0,31,133,189,3
0,31,133,19,3
0,31,133,190,3
0,31,133,191,3
0,31,133,192,3
0,31,133,193,3
0,31,133,194,3
0,31,133,195,3
0,31,133,196,3
0,31,133,197,3
0,31,133,198,3
0,31,133,199,3
0,31,133,2,3
0,31,133,20,3
0,31,133,200,3
0,31,133,201,3
0,31,133,202,3
0,31,133,203,3
0,31,133,204,3
0,31,133,205,3
0,31,133,206,3
0,31,133,207,3
0,31,133,208,3
0,31,133,209,3
0,31,133,21,3
0,31,133,210,3
0,31,133,211,3
0,31,133,212,3
0,31,133,213,3
0,31,133,214,3
0,31,133,215,3
0,31,133,216,3
0,31,133,217,3
0,31,133,218,3
0,31,133,219,3
0,31,133,22,3
0,31,133,220,3
0,31,133,221,3
0,31,133,222,3
0,31,133,223,3
0,31,133,224,3
0,31,133,225,3
0,31,133,226,3
0,31,133,227,3
0,31,133,228,3
0,31,133,229,3
0,31,133,23,3
0,31,133,230,3
0,31,133,231,3
0,31,133,232,3
0,31,133,233,3
0,31,133,234,3
0,31,133,235,3
0,31,133,236,3
0,31,133,237,3
0,31,133,238,3
0,31,133,239,3
0,31,133,24,3
0,31,133,25,3
0,31,133,251,3
0,31,133,257,3
0,31,133,258,3
0,31,133,259,3
0,31,133,26,3
0,31,133,260,3
0,31,133,261,3
0,31,133,262,3
0,31,133,263,3
0,31,133,264,3
0,31,133,265,3
0,31,133,266,3
0,31,133,267,3
0,31,133,268,3
0,31,133,269,3
0,31,133,27,3
0,31,133,270,3
0,31,133,271,3
0,31,133,272,3
0,31,133,273,3
0,31,133,274,3
0,31,133,275,3
0,31,133,276,3
0,31,133,277,3
0,31,133,278,3
0,31,133,279,3
0,31,133,28,3
0,31,133,280,3
0,31,133,281,3
0,31,133,282,3
0,31,133,283,3
0,31,133,284,3
0,31,133,285,3
0,31,133,286,3
0,31,133,287,3
0,31,133,288,3
0,31,133,289,3
0,31,133,29,3
0,31,133,290,3
0,31,133,291,3
0,31,133,299,3
0,31,133,3,3
0,31,133,30,3
0,31,133,304,3
0,31,133,305,3
0,31,133,306,3
0,31,133,307,3
0,31,133,308,3
0,31,133,309,3
0,31,133,31,3
0,31,133,310,3
0,31,133,311,3
0,31,133,312,3
0,31,133,313,3
0,31,133,314,3
0,31,133,315,3
0,31,133,316,3
0,31,133,317,3
0,31,133,318,3
0,31,133,319,3
0,31,133,32,3
0,31,133,320,3
0,31,133,321,3
0,31,133,322,3
0,31,133,323,3
0,31,133,324,3
0,31,133,325,3
0,31,133,326,3
0,31,133,327,3
0,31,133,328,3
0,31,133,329,3
0,31,133,33,3
0,31,133,330,3
0,31,133,331,3
0,31,133,332,3
0,31,133,333,3
0,31,133,334,3
0,31,133,335,3
0,31,133,336,3
0,31,133,337,3
0,31,133,338,3
0,31,133,339,3
0,31,133,34,3
0,31,133,340,3
0,31,133,341,3
0,31,133,342,3
0,31,133,343,3
0,31,133,344,3
0,31,133,345,3
0,31,133,346,3
0,31,133,347,3
0,31,133,348,3
0,31,133,349,3
0,31,133,35,3
0,31,133,350,3
0,31,133,351,3
0,31,133,352,3
0,31,133,353,3
0,31,133,354,3
0,31,133,355,3
0,31,133,36,3
0,31,133,368,3
0,31,133,369,3
0,31,133,37,3
0,31,133,370,3
0,31,133,371,3
0,31,133,372,3
0,31,133,376,3
0,31,133,377,3
0,31,133,378,3
0,31,133,379,3
0,31,133,38,3
0,31,133,380,3
0,31,133,381,3
0,31,133,382,3
0,31,133,383,3
0,31,133,384,3
0,31,133,385,3
0,31,133,386,3
0,31,133,387,3
0,31,133,388,3
0,31,133,389,3
0,31,133,39,3
0,31,133,390,3
0,31,133,391,3
0,31,133,392,3
0,31,133,393,3
0,31,133,394,3
0,31,133,395,3
0,31,133,396,3
0,31,133,397,3
0,31,133,398,3
0,31,133,399,3
0,31,133,4,3
0,31,133,40,3
0,31,133,400,3
0,31,133,401,3
0,31,133,402,3
0,31,133,403,3
0,31,133,404,3
0,31,133,405,3
0,31,133,406,3
0,31,133,409,3
0,31,133,41,3
0,31,133,410,3
0,31,133,411,3
0,31,133,412,3
0,31,133,413,3
0,31,133,414,3
0,31,133,415,3
0,31,133,416,3
0,31,133,417,3
0,31,133,42,3
0,31,133,43,3
0,31,133,435,3
0,31,133,436,3
0,31,133,437,3
0,31,133,438,3
0,31,133,439,3
0,31,133,44,3
0,31,133,440,3
0,31,133,441,3
0,31,133,442,3
0,31,133,443,3
0,31,133,444,3
0,31,133,445,3
0,31,133,446,3
0,31,133,447,3
0,31,133,448,3
0,31,133,449,3
0,31,133,45,3
0,31,133,450,3
0,31,133,451,3
0,31,133,452,3
0,31,133,453,3
0,31,133,454,3
0,31,133,455,3
0,31,133,456,3
0,31,133,457,3
0,31,133,458,3
0,31,133,459,3
0,31,133,46,3
0,31,133,460,3
0,31,133,461,3
0,31,133,462,3
0,31,133,463,3
0,31,133,464,3
0,31,133,465,3
0,31,133,466,3
0,31,133,467,3
0,31,133,468,3
0,31,133,469,3
0,31,133,47,3
0,31,133,470,3
0,31,133,471,3
0,31,133,472,3
0,31,133,473,3
0,31,133,474,3
0,31,133,475,3
0,31,133,476,3
0,31,133,477,3
0,31,133,478,3
0,31,133,479,3
0,31,133,48,3
0,31,133,480,3
0,31,133,481,3
0,31,133,482,3
0,31,133,483,3
0,31,133,484,3
0,31,133,485,3
0,31,133,486,3
0,31,133,487,3
0,31,133,488,3
0,31,133,489,3
0,31,133,49,3
0,31,133,490,3
0,31,133,491,3
0,31,133,492,3
0,31,133,493,3
0,31,133,494,3
0,31,133,495,3
0,31,133,496,3
0,31,133,497,3
0,31,133,498,3
0,31,133,499,3
0,31,133,5,3
0,31,133,50,3
0,31,133,500,3
0,31,133,501,3
0,31,133,502,3
0,31,133,503,3
0,31,133,504,3
0,31,133,505,3
0,31,133,506,3
0,31,133,51,3
0,31,133,510,3
0,31,133,511,3
0,31,133,513,3
0,31,133,514,3
0,31,133,515,3
0,31,133,516,3
0,31,133,519,3
0,31,133,52,3
0,31,133,522,3
0,31,133,523,3
0,31,133,524,3
0,31,133,525,3
0,31,133,526,3
0,31,133,527,3
0,31,133,528,3
0,31,133,529,3
0,31,133,53,3
0,31,133,530,3
0,31,133,531,3
0,31,133,532,3
0,31,133,533,3
0,31,133,534,3
0,31,133,535,3
0,31,133,536,3
0,31,133,537,3
0,31,133,538,3
0,31,133,539,3
0,31,133,54,3
0,31,133,540,3
0,31,133,541,3
0,31,133,542,3
0,31,133,543,3
0,31,133,544,3
0,31,133,545,3
0,31,133,546,3
0,31,133,547,3
0,31,133,548,3
0,31,133,549,3
0,31,133,55,3
0,31,133,550,3
0,31,133,551,3
0,31,133,552,3
0,31,133,553,3
0,31,133,554,3
0,31,133,555,3
0,31,133,556,3
0,31,133,557,3
0,31,133,558,3
0,31,133,559,3
0,31,133,56,3
0,31,133,560,3
0,31,133,561,3
0,31,133,562,3
0,31,133,563,3
0,31,133,564,3
0,31,133,565,3
0,31,133,566,3
0,31,133,567,3
0,31,133,568,3
0,31,133,569,3
0,31,133,57,3
0,31,133,570,3
0,31,133,571,3
0,31,133,572,3
0,31,133,573,3
0,31,133,574,3
0,31,133,575,3
0,31,133,576,3
0,31,133,577,3
0,31,133,578,3
0,31,133,579,3
0,31,133,58,3
0,31,133,580,3
0,31,133,581,3
0,31,133,582,3
0,31,133,583,3
0,31,133,584,3
0,31,133,585,3
0,31,133,586,3
0,31,133,587,3
0,31,133,588,3
0,31,133,589,3
0,31,133,59,3
0,31,133,590,3
0,31,133,591,3
0,31,133,592,3
0,31,133,593,3
0,31,133,594,3
0,31,133,595,3
0,31,133,596,3
0,31,133,597,3
0,31,133,598,3
0,31,133,599,3
0,31,133,6,3
0,31,133,60,3
0,31,133,600,3
0,31,133,601,3
0,31,133,602,3
0,31,133,603,3
0,31,133,604,3
0,31,133,605,3
0,31,133,606,3
0,31,133,607,3
0,31,133,608,3
0,31,133,609,3
0,31,133,61,3
0,31,133,610,3
0,31,133,611,3
0,31,133,612,3
0,31,133,613,3
0,31,133,614,3
0,31,133,615,3
0,31,133,616,3
0,31,133,617,3
0,31,133,618,3
0,31,133,619,3
0,31,133,62,3
0,31,133,620,3
0,31,133,621,3
0,31,133,622,3
0,31,133,623,3
0,31,133,624,3
0,31,133,625,3
0,31,133,626,3
0,31,133,627,3
0,31,133,628,3
0,31,133,629,3
0,31,133,63,3
0,31,133,630,3
0,31,133,631,3
0,31,133,632,3
0,31,133,633,3
0,31,133,634,3
0,31,133,635,3
0,31,133,636,3
0,31,133,637,3
0,31,133,638,3
0,31,133,639,3
0,31,133,64,3
0,31,133,640,3
0,31,133,641,3
0,31,133,642,3
0,31,133,643,3
0,31,133,644,3
0,31,133,645,3
0,31,133,646,3
0,31,133,647,3
0,31,133,648,3
0,31,133,649,3
0,31,133,65,3
0,31,133,650,3
0,31,133,651,3
0,31,133,652,3
0,31,133,653,3
0,31,133,654,3
0,31,133,655,3
0,31,133,656,3
0,31,133,657,3
0,31,133,658,3
0,31,133,659,3
0,31,133,66,3
0,31,133,660,3
0,31,133,661,3
0,31,133,662,3
0,31,133,663,3
0,31,133,664,3
0,31,133,665,3
0,31,133,666,3
0,31,133,667,3
